group,entry,target,pass87_owner_scene_or_character,pass87_owner_type,pass87_confidence,pass87_evidence,direct_dialog_count,direct_text_ids,direct_text_labels,text_preview_sample,pass81_entry_alias,group_semantic_name,pass82_owner_domain,pass82_scene_role,pass86_visual_name_confidence,pass86_primary_visual_semantic_names,pseudocode_preview,pass88_precision_tier,pass88_refined_owner_lane,pass88_manual_target_type,pass88_recommended_next_action,pass88_evidence,pass89_final_name_candidate,pass89_candidate_status,pass89_confirmation_level,pass89_manual_confirmation_action,pass89_manual_prototype_key,pass89_final_alias_line,pass90_confirmation_bucket,pass90_closed_or_pending,pass90_review_scope,pass90_priority,pass90_recommended_next_action,pass90_confirmation_unit_key,pass91_exact_domain_status,pass91_final_exact_area_name,pass91_final_confirmation_state,pass91_closure_reason,pass91_remaining_review_scope,pass92_visual_lane_status,pass92_final_visual_area_name,pass92_final_confirmation_state,pass92_closure_reason,pass92_remaining_review_scope,pass93_structural_role_status,pass93_final_structural_area_name,pass93_final_confirmation_state,pass93_closure_reason,pass93_remaining_review_scope
$03,3,$B3C507,FamilyRomanceEvent,family_romance_general,group_semantic_inferred,group/alias:family_romance,0,,,,EventScript_G03_Entry003_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix,npc_family_romance,flag_value_update,,,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()",structural_owner_lane,MarriageChurchBlueFeatherDialogueMatrix::marriage_blue_feather_family_lane,needs_final_npc_or_scene_name,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,group=$03;group_name=MarriageChurchBlueFeatherDialogueMatrix;alias=EventScript_G03_Entry003_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry003,structural_lane_final_candidate,medium_low,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,$B3C507 => MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry003,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,resolve_exact_family_romance_npc_branch,1,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,pending_structural_exact_name,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry003,pending,needs exact NPC/family/romance/cutscene branch confirmation,resolve_exact_family_romance_npc_branch,pending_non_visual_lane,,pending,not part of visual/GOBJ exact-area closure lane,resolve_exact_family_romance_npc_branch,closed_structural_role_exact_lane,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry003_ExactFlagValueUpdate,closed,Exact structural flag/value update lane,closed_in_pass93_structural_role_lane
$03,4,$B3C507,FamilyRomanceEvent,family_romance_general,group_semantic_inferred,group/alias:family_romance,0,,,,EventScript_G03_Entry004_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix,npc_family_romance,flag_value_update,,,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()",structural_owner_lane,MarriageChurchBlueFeatherDialogueMatrix::marriage_blue_feather_family_lane,needs_final_npc_or_scene_name,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,group=$03;group_name=MarriageChurchBlueFeatherDialogueMatrix;alias=EventScript_G03_Entry004_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry004,structural_lane_final_candidate,medium_low,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,$B3C507 => MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry004,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,resolve_exact_family_romance_npc_branch,1,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,pending_structural_exact_name,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry004,pending,needs exact NPC/family/romance/cutscene branch confirmation,resolve_exact_family_romance_npc_branch,pending_non_visual_lane,,pending,not part of visual/GOBJ exact-area closure lane,resolve_exact_family_romance_npc_branch,closed_structural_role_exact_lane,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry004_ExactFlagValueUpdate,closed,Exact structural flag/value update lane,closed_in_pass93_structural_role_lane
$03,5,$B3C507,FamilyRomanceEvent,family_romance_general,group_semantic_inferred,group/alias:family_romance,0,,,,EventScript_G03_Entry005_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix,npc_family_romance,flag_value_update,,,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()",structural_owner_lane,MarriageChurchBlueFeatherDialogueMatrix::marriage_blue_feather_family_lane,needs_final_npc_or_scene_name,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,group=$03;group_name=MarriageChurchBlueFeatherDialogueMatrix;alias=EventScript_G03_Entry005_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry005,structural_lane_final_candidate,medium_low,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,$B3C507 => MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry005,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,resolve_exact_family_romance_npc_branch,1,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,pending_structural_exact_name,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry005,pending,needs exact NPC/family/romance/cutscene branch confirmation,resolve_exact_family_romance_npc_branch,pending_non_visual_lane,,pending,not part of visual/GOBJ exact-area closure lane,resolve_exact_family_romance_npc_branch,closed_structural_role_exact_lane,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry005_ExactFlagValueUpdate,closed,Exact structural flag/value update lane,closed_in_pass93_structural_role_lane
$03,6,$B3C507,FamilyRomanceEvent,family_romance_general,group_semantic_inferred,group/alias:family_romance,0,,,,EventScript_G03_Entry006_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix,npc_family_romance,flag_value_update,,,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()",structural_owner_lane,MarriageChurchBlueFeatherDialogueMatrix::marriage_blue_feather_family_lane,needs_final_npc_or_scene_name,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,group=$03;group_name=MarriageChurchBlueFeatherDialogueMatrix;alias=EventScript_G03_Entry006_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry006,structural_lane_final_candidate,medium_low,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,$B3C507 => MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry006,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,resolve_exact_family_romance_npc_branch,1,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,pending_structural_exact_name,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry006,pending,needs exact NPC/family/romance/cutscene branch confirmation,resolve_exact_family_romance_npc_branch,pending_non_visual_lane,,pending,not part of visual/GOBJ exact-area closure lane,resolve_exact_family_romance_npc_branch,closed_structural_role_exact_lane,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry006_ExactFlagValueUpdate,closed,Exact structural flag/value update lane,closed_in_pass93_structural_role_lane
$03,7,$B3C507,FamilyRomanceEvent,family_romance_general,group_semantic_inferred,group/alias:family_romance,0,,,,EventScript_G03_Entry007_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix,npc_family_romance,flag_value_update,,,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()",structural_owner_lane,MarriageChurchBlueFeatherDialogueMatrix::marriage_blue_feather_family_lane,needs_final_npc_or_scene_name,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,group=$03;group_name=MarriageChurchBlueFeatherDialogueMatrix;alias=EventScript_G03_Entry007_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry007,structural_lane_final_candidate,medium_low,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,$B3C507 => MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry007,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,resolve_exact_family_romance_npc_branch,1,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,pending_structural_exact_name,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry007,pending,needs exact NPC/family/romance/cutscene branch confirmation,resolve_exact_family_romance_npc_branch,pending_non_visual_lane,,pending,not part of visual/GOBJ exact-area closure lane,resolve_exact_family_romance_npc_branch,closed_structural_role_exact_lane,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry007_ExactFlagValueUpdate,closed,Exact structural flag/value update lane,closed_in_pass93_structural_role_lane
$03,8,$B3C507,FamilyRomanceEvent,family_romance_general,group_semantic_inferred,group/alias:family_romance,0,,,,EventScript_G03_Entry008_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix,npc_family_romance,flag_value_update,,,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()",structural_owner_lane,MarriageChurchBlueFeatherDialogueMatrix::marriage_blue_feather_family_lane,needs_final_npc_or_scene_name,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,group=$03;group_name=MarriageChurchBlueFeatherDialogueMatrix;alias=EventScript_G03_Entry008_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry008,structural_lane_final_candidate,medium_low,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,$B3C507 => MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry008,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,resolve_exact_family_romance_npc_branch,1,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,pending_structural_exact_name,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry008,pending,needs exact NPC/family/romance/cutscene branch confirmation,resolve_exact_family_romance_npc_branch,pending_non_visual_lane,,pending,not part of visual/GOBJ exact-area closure lane,resolve_exact_family_romance_npc_branch,closed_structural_role_exact_lane,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry008_ExactFlagValueUpdate,closed,Exact structural flag/value update lane,closed_in_pass93_structural_role_lane
$03,9,$B3C507,FamilyRomanceEvent,family_romance_general,group_semantic_inferred,group/alias:family_romance,0,,,,EventScript_G03_Entry009_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix,npc_family_romance,flag_value_update,,,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()",structural_owner_lane,MarriageChurchBlueFeatherDialogueMatrix::marriage_blue_feather_family_lane,needs_final_npc_or_scene_name,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,group=$03;group_name=MarriageChurchBlueFeatherDialogueMatrix;alias=EventScript_G03_Entry009_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry009,structural_lane_final_candidate,medium_low,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,$B3C507 => MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry009,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,resolve_exact_family_romance_npc_branch,1,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,pending_structural_exact_name,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry009,pending,needs exact NPC/family/romance/cutscene branch confirmation,resolve_exact_family_romance_npc_branch,pending_non_visual_lane,,pending,not part of visual/GOBJ exact-area closure lane,resolve_exact_family_romance_npc_branch,closed_structural_role_exact_lane,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry009_ExactFlagValueUpdate,closed,Exact structural flag/value update lane,closed_in_pass93_structural_role_lane
$03,10,$B3C507,FamilyRomanceEvent,family_romance_general,group_semantic_inferred,group/alias:family_romance,0,,,,EventScript_G03_Entry010_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix,npc_family_romance,flag_value_update,,,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()",structural_owner_lane,MarriageChurchBlueFeatherDialogueMatrix::marriage_blue_feather_family_lane,needs_final_npc_or_scene_name,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,group=$03;group_name=MarriageChurchBlueFeatherDialogueMatrix;alias=EventScript_G03_Entry010_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry010,structural_lane_final_candidate,medium_low,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,$B3C507 => MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry010,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,resolve_exact_family_romance_npc_branch,1,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,pending_structural_exact_name,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry010,pending,needs exact NPC/family/romance/cutscene branch confirmation,resolve_exact_family_romance_npc_branch,pending_non_visual_lane,,pending,not part of visual/GOBJ exact-area closure lane,resolve_exact_family_romance_npc_branch,closed_structural_role_exact_lane,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry010_ExactFlagValueUpdate,closed,Exact structural flag/value update lane,closed_in_pass93_structural_role_lane
$03,11,$B3C507,FamilyRomanceEvent,family_romance_general,group_semantic_inferred,group/alias:family_romance,0,,,,EventScript_G03_Entry011_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix,npc_family_romance,flag_value_update,,,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()",structural_owner_lane,MarriageChurchBlueFeatherDialogueMatrix::marriage_blue_feather_family_lane,needs_final_npc_or_scene_name,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,group=$03;group_name=MarriageChurchBlueFeatherDialogueMatrix;alias=EventScript_G03_Entry011_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry011,structural_lane_final_candidate,medium_low,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,$B3C507 => MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry011,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,resolve_exact_family_romance_npc_branch,1,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,pending_structural_exact_name,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry011,pending,needs exact NPC/family/romance/cutscene branch confirmation,resolve_exact_family_romance_npc_branch,pending_non_visual_lane,,pending,not part of visual/GOBJ exact-area closure lane,resolve_exact_family_romance_npc_branch,closed_structural_role_exact_lane,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry011_ExactFlagValueUpdate,closed,Exact structural flag/value update lane,closed_in_pass93_structural_role_lane
$03,12,$B3C507,FamilyRomanceEvent,family_romance_general,group_semantic_inferred,group/alias:family_romance,0,,,,EventScript_G03_Entry012_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix,npc_family_romance,flag_value_update,,,"ResetFlagD(mem=$C6AEC5, bit=$FE) ; UnknownOpcode_$C6()",structural_owner_lane,MarriageChurchBlueFeatherDialogueMatrix::marriage_blue_feather_family_lane,needs_final_npc_or_scene_name,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,group=$03;group_name=MarriageChurchBlueFeatherDialogueMatrix;alias=EventScript_G03_Entry012_MarriageChurchBlueFeatherDialogueMatrix_FlagState,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry012,structural_lane_final_candidate,medium_low,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,$B3C507 => MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry012,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,resolve_exact_family_romance_npc_branch,1,resolve_exact_bachelorette_or_family_member_by_nested_text_branch,structural::MarriageChurchBlueFeatherDialogueMatrix::FlagUpdate,pending_structural_exact_name,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry012,pending,needs exact NPC/family/romance/cutscene branch confirmation,resolve_exact_family_romance_npc_branch,pending_non_visual_lane,,pending,not part of visual/GOBJ exact-area closure lane,resolve_exact_family_romance_npc_branch,closed_structural_role_exact_lane,MarriageChurchBlueFeatherDialogueMatrix_FlagUpdate_Entry012_ExactFlagValueUpdate,closed,Exact structural flag/value update lane,closed_in_pass93_structural_role_lane
